NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
1179416;2024;35011514;3518701;Guarujá;35;SP;2;1;1;3518701;Guarujá;35;SP;1;1;1;1;1421;1386;1397;1409;475.8;518.3;503.9;406.3;DECAACADDEBDECADDDDCBCCBCBABEBAACEDEBCADEBDAB;ABCCADEAADACCCAADBDABCBDBABECADBECDDBDEBDCECA;AAABDCBBEACEEBEDCEABCEDDCCBEBCCECCCDDBDDCBECA;CECACEBEAADBADABCEBCDBDDADDAEABDDBADCCEBCBADD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;120;80;100;80;480
3436848;2024;35167800;3524402;Jacareí;35;SP;4;1;1;3524402;Jacareí;35;SP;1;1;1;1;1421;1386;1397;1409;495.2;434;587.7;487;DCDCEDEBCEAEECEAAEDBBDEBACABABCADEDBADAADEDEB;BADCADEEECEACCCAABBCAEACADEBCCCEDEBBBECCABAEB;BACDABBCCADEEBBBBDBBCCECDACEADBBCBDEDDCECBECD;CEAABECBBECCBABDECDECCDDBCECBCABDDCBACDCBBDAA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;140;200;180;860
642781;2024;;;;;;;;;4205407;Florianópolis;42;SC;1;1;1;1;1419;1385;1398;1407;438.2;516.4;488.2;606.9;CAADDDCBAEDADEABEEDDCCDCCADCDEAEDCDEEADBBCCCC;DE.BBADEBC*DEDBDBCEACDCADCEBECACEBDBECDACEDBD;CDCABBDABCEECDDDBCECBACEBABCBCEEBEDDADCCDBEBD;DBDAD*BCCDCACDBBDCADBDCCDEDCCDEDECEBDBCDBCDCC;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;160;120;140;140;680
230197;2024;43074200;4310207;Ijuí;43;RS;2;1;1;4310207;Ijuí;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
340357;2024;;;;;;;;;2611606;Recife;26;PE;1;1;1;1;1421;1386;1397;1409;434.7;523.4;528.9;556.1;BECDACBDEACABBDEBEBADADCACADBEEADCAEBCADEADEA;ABEAADEDCEAECEAAABCDBCCCADBAEBDECEDBDEEBDEEAA;CACCDDBEEDDBEBDBDDDBDCABDABEABDDAAEEDDDADBECC;AEBDACEABCEDBDCACEDABDBCAEECBDECADBEBACDACAEB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;180;120;140;120;680
2297708;2024;;;;;;;;;4301602;Bagé;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2904022;2024;;;;;;;;;3301009;Campos dos Goytacazes;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2853308;2024;;;;;;;;;4208906;Jaraguá do Sul;42;SC;0;1;1;0;;1383;1395;;;540.2;550.9;;;CECEAEAEABCDBDCEBACCCBBCCDAAEEBEABADAEBADACBC;AAAACECBECEDDDCDEBABBDACEBDADCABDDDAEAEBADEEB;;0;;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;;1;100;120;80;100;0;400
2274210;2024;;;;;;;;;5300108;Brasília;53;DF;1;1;1;1;1422;1384;1396;1410;353.9;289.4;511.3;500.2;..A...CC...EA.ACB.AA.BDC.CDAB.E.D..E..D......;ADBEAAEBDAEBDCACDABECADBEBDBCEBDAEBCEADBDBEAD;ABAAADABECBBDCEEADEBDCEACDBEABEDCBAECDACBEADC;..DEB.E....E.........EDC...EA..D.....CABDCEDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;4;0;0;0;0;0;0
2401298;2024;52039951;5221403;Trindade;52;GO;2;1;1;5221403;Trindade;52;GO;1;1;1;1;1422;1384;1396;1410;398.2;566.1;528.3;433.2;BDCEDAAABDCEEBECADABBBACEBBEAAEEEACAEEDADDDDA;DCDCBCDAEDADEBABEBAADAAAECADDBCEDABBADDADCEDA;ABCAABADECBDDCEDBDDBADDACDBDBDAEEBDEBDEEDADDC;BBDACEEDCBDDABDACCAACCBBEDACACEEBACBAADEECBCD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;80;80;100;100;440
3540697;2024;;;;;;;;;2928703;Santo Antônio de Jesus;29;BA;1;1;1;1;1421;1386;1397;1409;354.8;488.8;462.8;430.5;ACACCDCCCCAEBBAEBCEABCDBEBACABACDBCDADEACDAAC;EDCBABBBBBBCCBDADBDDBCACABABBBDBAECCCDAEEAEDA;DBCDBCCECAECEABDEDABACBCCDEBCDCEECCCDDCCECACB;CAACCDBBDEDBABAECCDCCACCCEBBDBDBABCAECBCDDABB;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;100;140;100;120;140;600
3081354;2024;;;;;;;;;3170206;Uberlândia;31;MG;1;1;1;1;1420;1383;1395;1408;424.4;519.2;464;439;EDACBACADEEBDDABDEDEAADCBDAECBABBACDBCDBBCEAE;CBEBBACECECDBAEDBCCDAACDEDACBABAEBADECBBDABBA;ABACBADBEEBBDDACEDBADABDEBDCBEBEDCBDCAECBADDA;BEBACBEDBACAECBACDCECABABEDEDBEBDBDABCADBEABD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;120;120;640
3238761;2024;13030310;1302603;Manaus;13;AM;2;1;1;1302603;Manaus;13;AM;1;1;1;1;1427;1391;1403;1415;401.1;367.7;376.4;384.7;CBABDEADAEBBADACACBDDBEBCCADCABCABBEADACCABAE;EACDBACACEBDCBADCCAECDDADADADACABBEDDDADCCEBA;CEEBDAACECEBAAEDBEBCABBDDCECABCEDBDABACECEAEB;ADBADDBDDEBCCDEBEEBADADEDDBCAC*BDECCBCAADDBAA;0;DDBDDEBBEAEDECBCEEBCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDDBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;8;0;0;0;0;0;0
1214309;2024;;;;;;;;;2612208;Salgueiro;26;PE;1;1;1;1;1422;1384;1396;1410;499;572.6;568.4;643.1;BCCBCBDEEBEEADDEAEAEBCCCBECECDECDACECBDDDBDBC;AEDABBCAEABDEBDBADEDBDDABBCADBEACADBAEAAECEBA;AEEBDDADECBCDAEEBDDBAEBCDDAADCBDEBCABCEECECDC;BCCEBAADCDCBCEDBCDBCDCCDBAEAABACEBBBABAABBBAD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;160;120;140;140;700
3441739;2024;;;;;;;;;4106902;Curitiba;41;PR;1;1;1;1;1422;1384;1396;1410;523.4;469.5;498.9;432.2;BCBBDCABEBDEADEBBDCEEAAECBBEEAEADBCBABDABACCA;ADBBBCABACBCADACDADEBDDACCBCBAEBDABBBACDBCADA;ABEDEDBDECCDEBCEBDDAADAEBDBCDADDEBDCBBECBBADA;BEACDDABDDDACEBBDDCCABCDCEACADCBDBADBBEBCDCCD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;120;100;60;480
3246055;2024;;;;;;;;;2312908;Sobral;23;CE;1;1;1;1;1420;1383;1395;1408;462.7;378.3;458.4;457.5;DDABCADCEDBDDDBABCEBCAEDDCDDACADBCDCEDBAABDBB;AEABACDCDACDCCBAAEBAECADBEBBDCAACADBCBDCBDCEC;DCEDAECBBCCDCEDEEAABDEACDBEDDCBAEADDAADCAECDD;BDCCECEEBCCBEDCBEDEDBCCECCDDDCECBBDECAEDDEBDC;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;80;60;100;20;380
3465121;2024;52033538;5208707;Goiânia;52;GO;2;1;1;5208707;Goiânia;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1092936;2024;;;;;;;;;2105401;Itapecuru Mirim;21;MA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
203445;2024;;;;;;;;;2609006;Macaparana;26;PE;1;1;1;1;1421;1386;1397;1409;445.9;495.3;527.3;566.7;AEADEEBCBECEBABABCDEADDDBCCABCACDBBDDEDAAECAC;ABCCACDEDEAECBAAADDACCDAAEDABCDBEAACDDCBEAABA;AACCDDBDDADDEBDECDABCEAAADCDBEDBBACEBDBACBDCE;CEAACCDEBCDDBCDACEDCDDBCBEECDDDEDDCCBAACCCAAD;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;200;200;160;200;200;960
317142;2024;;;;;;;;;2504009;Campina Grande;25;PB;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1519449;2024;11014156;1100122;Ji-Paraná;11;RO;2;1;1;1100122;Ji-Paraná;11;RO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1893635;2024;;;;;;;;;1506005;Prainha;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1512351;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1419;1385;1398;1407;454.7;473.9;533.3;493.4;DADEDEADACABCEDDCBDDBAECBDABBCBECDBAEDBDCBBBC;AACCCCABCCDCCDADDAEADCCAECDDBDDBAAAAABCDBADAC;CAAACBDABDEECEBDEACDBEEEBCCEDDABDCBEABEDDABCC;DCDACEBCDBABCDACAADBAEABACAAECCCCEBBEEDBCDBBB;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;180;80;80;80;520
1336840;2024;;;;;;;;;3168606;Teófilo Otoni;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1894240;2024;52054381;5218805;Rio Verde;52;GO;2;1;1;5218805;Rio Verde;52;GO;1;1;1;1;1422;1384;1396;1410;470.6;419;471.9;502.6;ADDCEABBDDDEADDAAEEEAADDDCCECBBBEBDABAEBDAACC;BCBBECDCBDDCEBBCEDCDBBBDEDDBADADDACADBACDBEAE;DBAAEBACECBDEBACCDDDDCBECDABBEBDEEDDCAEBDABBE;BCCEEBCDCEECCDDEAEDDBEEAACCABBEBBAAEEBAAAEDED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;160;140;160;160;760
326520;2024;;;;;;;;;2614501;Surubim;26;PE;1;1;1;1;1421;1386;1397;1409;398.6;416.7;464.9;453.5;AAAABEDEECAEECACDDABCBDBACAECAAEACDBAEEBDECAB;EBDCAAECEBACBEBACEABDDBCAABCDEADCBACBCBDEBACD;DBBCECBAEADEDBBDCDCBABABECDDCABAEDCCCDBADBCEA;CCAEBECCDCCBBCDBCDDBCEEBBDEBEBDCACABAEDCDCABA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;160;140;180;160;760
2313730;2024;;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;1421;1386;1397;1409;455.6;546.8;629.5;669.1;BBEDBBBDBBECECCBEAAEADCBEBDCACDBDBEBADCECEDAD;ADDCADECDBAACEDADCADCBBEDCCDABDCAECBEDDBDDACB;AACEBCBECADEEBDBBDBBCEACBABCDDDBCBDEDDCECBECC;CCBCDADEBCCABBAAACACADCDBDEEBBBACAECCCBDDACCD;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;160;120;180;120;720
2485777;2024;;;;;;;;;3548906;São Carlos;35;SP;1;1;1;1;1420;1383;1395;1408;638.2;662.6;620.1;676.6;ECEBCACCACEBCCBBBDDACBECDEDEBCBECACCEEBEBCDDB;CECEBEBEDBCDDEBDCBCECADCEDADDAEABEADEEDADADDC;CAAAEECBECEDDCBDEDBACDBAEBDAADBBBBDDCBECABEEB;CECDADDACCABBCEDEACCBAECCEBABBACDCCEDBDADCBAC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;200;160;200;200;920
2712399;2024;35349124;3525904;Jundiaí;35;SP;2;1;1;3525904;Jundiaí;35;SP;1;1;1;1;1422;1384;1396;1410;561;539.6;564.4;471.7;BDDEBCACEDDAEDECBECEBBDCABEDBAABBECBCEDDEADAB;DDDABEDCECBDAAEBCAEAEDDABBAADCACAABBAECDBCADE;ABCAADADECBCDAEEBCBEADDEDDCCDBBDAECADADECCCDB;CBCEEBBBDEDAACDECDAACEBDEABCECCEAABCBDECEDDBA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;140;100;100;120;580
2864216;2024;35149317;3522505;Itapevi;35;SP;2;1;1;3522505;Itapevi;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2788475;2024;29450837;2903805;Boa Vista do Tupim;29;BA;2;2;1;2914703;Itaberaba;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2979433;2024;21093660;2105302;Imperatriz;21;MA;2;1;1;2105302;Imperatriz;21;MA;1;1;1;1;1421;1386;1397;1409;460.8;488;511.1;459.6;DCBADEDACEBCCBBDBDACDDECACDBDBDBACDEEBBACBCBA;BDECADEDBACCCAAAEBDABDDCADDCBAABDCCDBBBDBCECB;DBCBACBDDADEEDDBCDCEDBEADABDADCCCBAEBDAADEECD;BACBDECCACBCCEBAACEACDCABBCEDA*ECBAEDEDCDEDBD;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;3;0;0;0;0;0;0
3840597;2024;21197105;2111607;São Raimundo das Mangabeiras;21;MA;1;2;1;2111607;São Raimundo das Mangabeiras;21;MA;1;1;1;1;1422;1384;1396;1410;453.8;522.8;546;482.1;DCACCAADEDDEAADDBDCABEAECBCACBBDBDEACACBBEECB;DADBABCCACBBDBDBBACDDBBBAEEAEEEECADEAEAADCECA;BBDCCCADECBEDADEADEABCBEDDDDCABEEBDEDECEADDBC;AEEABACCCECCCBABADEBCBADBCBCAABCDADBAACBBABEE;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;4;0;0;0;0;0;0
3760047;2024;29258324;2908705;Condeúba;29;BA;2;1;1;2909000;Cordeiros;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3944762;2024;;;;;;;;;4216602;São José;42;SC;1;1;1;1;1420;1383;1395;1408;486;412.9;572;535.7;EBDAABDEDECEEBAEDBDCAADCBADEDCBEDBCBDADEBBDEC;AACBBBACDDADDCEDBCCADDBCDDECBBCBCDECBDCBCABEC;ABAAEECBECADDAADEBCCCCBDEBCDDBBBDADECDECADEEB;DDDCCCEBACDDECBBCBCDBBACBEDDCBABECCDDCCDBCDBB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;180;120;140;180;740
1361903;2024;;;;;;;;;1302603;Manaus;13;AM;1;1;1;1;1420;1383;1395;1408;424.9;383.6;435.7;440.4;DEDCDDDECEDDCCACCCDCBABEBECADBDEBCDAEEAABBDEC;CACEACCAACCAEEACBEECBCADDBBADAACABBDEBACAABAE;AABCACABCEADBCCAECDAEDDAEBABCACDDDAABBBAACDED;DCCDACCABDABAEDBCEADACADDACDEDCDCABEDBABDDCCA;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;100;100;120;120;560
1006110;2024;35009830;3505708;Barueri;35;SP;2;1;1;3505708;Barueri;35;SP;1;1;1;1;1420;1383;1395;1408;579.8;550.5;570.9;403.9;ECEEDACAAEDADEADEECCCAECEDDEBACEEAACCEEECBDDB;BECADDBCCBADBEADCBCDAADCEEACAAEAEBACEDAEDEBBC;CAABEECBECCDDABBECDCBDBBDBCADEBBEDDECBEDADDDB;CCEBECBDADDCACACCECDDCBDAEDDBDEDCBADBACDCCCDC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;140;80;120;80;540
2215752;2024;;;;;;;;;3170206;Uberlândia;31;MG;1;1;1;1;1419;1385;1398;1407;579.3;676.8;661.3;722.4;DDBBECBBBDADCEEDBADDDBECACEDDEDAACEAEEBBBCCBE;CAEDBADBEBCCEDACBAEADECADCEEEBDEEACECECBCDBCD;EAAACDDCBDEECEEBBDCDDDEEBDBEBBDBCAEDBADDDCECB;DBCACBACDDBBCBBBADCDBCECDECECDEEAEDEBACBBDEAD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;140;200;200;900
1023278;2024;;;;;;;;;2607901;Jaboatão dos Guararapes;26;PE;1;1;1;1;1420;1383;1395;1408;592.3;589.2;613.3;685.9;CAEDAACEECBBCBCDDBCEDBAACCEEBBEBDCACEDDEABDBB;CECABEBBEBADBEBBABCDCCDCEDADDEAAACCEEEBDDADDC;CAAADECBECCDDCDDECDBCDBDCECEADEBEBDDCBECADEEB;CEDBDEDBABDEDBBBBBCBBBCBCACEBCABDBCAACBADCBBD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;120;160;160;100;700
4240769;2024;43038867;4304630;Capão da Canoa;43;RS;4;1;1;4304630;Capão da Canoa;43;RS;1;1;1;1;1422;1384;1396;1410;551.4;577.7;589.7;725.6;BCAEDADEEBCDADDAAEBEDAECACAAEEBEEACBDBCCEADDC;BCDABCDEDCADEABBBBEAECDACBEAEEEEDADDAEEAECECA;AAEEABADECBDEBEEBDECAABEDDEADBDDEBEEBCEECACDC;ABDECAACEDCBBCDCEDBECCACBDDBBAECDBDBADABBACED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;160;140;140;140;160;740
1022948;2024;;;;;;;;;2706901;Pilar;27;AL;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
4134969;2024;;;;;;;;;4305108;Caxias do Sul;43;RS;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2487059;2024;;;;;;;;;3120904;Curvelo;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
4055596;2024;;;;;;;;;2207801;Paulistana;22;PI;1;1;1;1;1420;1383;1395;1408;452.5;383.8;491.6;472.6;ECEBCDAAAECDAABEDEEDBEBDCDEABAABADBCEDCAEDCEA;CBDDCECAEBDAADCCAEDBBEACDBDACCAAECEDEDCAEBCCD;AEDBBECCECDDDBEAADAEBDADEBBBDAACDDDDEBADCDCEA;EBDCACAABBABADADAACBDAAADECCCDBDCBCBCBBADCABE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;120;100;120;100;540
3066654;2024;23078340;2304400;Fortaleza;23;CE;2;1;1;2304400;Fortaleza;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1791179;2024;21111561;2111409;São Luís Gonzaga do Maranhão;21;MA;2;1;1;2101202;Bacabal;21;MA;1;1;1;1;1419;1385;1398;1407;503;322;332;456.2;BECDACDADCBADDACACEABACABBCCCBBBABACDECCEDCDD;DBACDCBCEBABEBBCCBCDCBBAAADCADBEECDABCECEACEC;ECEABEBEBDCCACCDEAADBADEAAAADACCBBCEADADAAAAA;CEAEADABDBECCCABDBAADDCABEDACCEAABBDDBEBBDCCE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;4;0;0;0;0;0;0
